,Id,LotFrontage,LotArea,YearBuilt,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,OpenPorchSF,SalePrice,Condition,Mean_rank,YearRemod,Exterior,TotalSF,TotalBath,WoodYN
541,542,81.5,11000,2000,1,2285,4,1,1,648,56,248000,1,6.5,0,0,3254,2.5,1
542,543,78.0,10140,1998,1,1680,3,1,1,583,73,213250,0,6.0,1,0,3330,3.0,0
543,544,34.0,4058,1998,1,767,1,1,0,367,40,133000,1,6.0,0,0,1490,2.0,0
544,545,58.0,17104,2006,1,1496,3,1,1,426,24,179665,1,6.0,0,0,2150,3.5,0
545,546,64.0,13837,1988,1,2183,4,1,0,786,0,229000,1,6.0,0,0,3387,2.5,1
546,547,70.0,8737,1923,1,1635,3,1,1,440,38,210000,1,6.5,1,1,2700,1.5,1
547,548,54.0,7244,1970,1,768,2,1,0,624,0,129500,1,6.0,0,0,1536,2.0,0
548,549,49.0,8235,1955,1,825,2,1,0,720,50,125000,0,6.0,1,0,1650,2.0,0
549,550,75.0,9375,2003,1,2094,4,1,1,615,182,263000,1,6.0,1,0,3006,2.5,0
550,551,53.0,4043,1977,1,1069,2,1,0,440,55,140000,1,6.0,0,0,2138,2.0,1
551,552,50.0,6000,1957,1,928,3,1,0,288,0,112500,1,5.5,0,0,1856,1.0,1
552,553,87.0,11146,2006,1,1717,3,1,1,908,39,255500,1,6.5,0,0,3426,2.0,0
553,554,67.0,8777,1949,1,1126,2,1,0,520,96,108000,0,4.5,1,0,1126,2.0,1
554,555,85.0,10625,2003,1,2046,3,1,1,871,62,284000,1,6.0,1,0,3044,3.5,0
555,556,58.0,6380,1922,1,1048,2,1,1,280,0,113000,1,5.5,1,0,2041,1.0,1
556,557,69.0,14850,1957,1,1092,2,1,1,299,0,141000,1,5.0,0,0,2184,2.0,0
557,558,60.0,11040,1920,1,1336,3,1,0,570,47,108000,1,5.0,1,0,1973,1.5,1
558,559,57.0,21872,1996,1,1446,3,1,1,406,22,175000,1,6.0,1,0,2175,3.0,0
559,560,63.666666666666664,3196,2003,1,1557,2,1,1,420,20,234000,1,6.0,1,0,2931,2.0,0
560,561,70.33333333333333,11341,1957,1,1392,3,1,1,528,0,121500,1,5.5,1,0,2784,2.5,1
561,562,77.0,10010,1974,1,1389,2,1,1,418,38,170000,1,5.0,1,0,2778,2.0,0
562,563,63.0,13907,1940,1,996,3,1,1,0,0,108000,1,5.5,1,1,1992,2.0,0
563,564,66.0,21780,1918,1,1674,4,1,1,396,36,185000,1,6.5,1,0,2837,2.0,0
564,565,66.0,13346,1992,1,2295,4,1,1,590,40,268000,1,6.0,1,0,3390,3.5,1
565,566,66.0,6858,1915,0,1647,4,1,0,216,66,128000,1,5.0,1,0,2453,2.5,1
566,567,77.0,11198,2005,1,2504,4,1,1,656,39,325000,1,7.0,1,0,3626,2.5,0
567,568,70.0,10171,2004,1,1535,3,1,0,532,0,214000,1,6.0,0,0,3052,2.0,1
568,569,79.0,12327,1983,1,2132,1,1,1,612,40,316600,1,8.0,1,0,3628,2.5,0
569,570,76.5,7032,1979,1,943,2,1,2,600,0,135960,1,5.0,0,0,1886,2.0,0
570,571,74.0,13101,1965,1,1728,6,2,0,576,0,142600,1,5.0,0,0,3456,2.0,1
571,572,60.0,7332,1959,1,864,2,1,0,288,0,120000,1,6.0,0,1,1728,2.0,0
572,573,83.0,13159,2009,1,1692,3,1,0,650,114,224500,1,6.0,0,0,2538,2.5,0
573,574,76.0,9967,2000,1,1430,3,1,1,400,0,170000,1,6.0,0,0,1814,2.5,0
574,575,70.0,10500,1971,1,1109,3,1,0,288,0,139000,1,6.0,1,1,1481,1.5,0
575,576,80.0,8480,1947,1,1216,2,1,0,336,0,118500,1,5.0,1,0,2048,1.0,0
576,577,52.0,6292,1928,1,1477,3,1,1,216,50,145000,1,7.0,1,0,2338,2.5,1
577,578,96.0,11777,1966,1,1320,3,1,2,564,68,164500,1,5.5,0,0,2484,2.0,0
578,579,34.0,3604,2007,1,1392,2,1,0,540,102,146000,1,6.0,0,0,2081,2.0,1
579,580,81.0,12150,1954,0,1795,4,1,0,352,0,131500,1,5.0,0,0,2845,2.0,1
580,581,89.5,14585,1960,1,1429,3,1,2,572,110,181900,1,6.0,1,0,2573,1.5,0
581,582,98.0,12704,2008,1,2042,3,1,1,1390,90,253293,1,6.5,1,0,4084,2.5,1
582,583,81.0,11841,1990,1,816,3,1,0,0,32,118500,1,5.5,0,0,1632,2.0,1
583,584,75.0,13500,1893,1,2775,3,1,1,880,502,325000,0,9.5,1,0,4012,3.5,0
584,585,51.0,6120,1935,1,1573,3,1,0,240,0,133000,1,5.5,1,0,2457,1.0,1
585,586,88.0,11443,2005,1,2028,2,1,2,880,66,369900,1,6.5,1,0,3896,3.0,0
586,587,55.0,10267,1918,1,838,2,1,0,275,0,130000,0,6.5,1,1,1654,2.0,1
587,588,74.0,8740,1982,1,860,2,1,0,528,0,137000,1,5.5,0,0,1700,2.0,1
588,589,65.0,25095,1968,1,1473,1,1,2,452,48,143000,1,6.5,1,0,2910,3.0,1
589,590,50.0,9100,1930,1,935,2,1,0,308,0,79500,0,5.5,1,0,1521,1.0,1
590,591,64.0,8320,2004,1,1582,3,1,0,520,45,185900,1,6.0,0,0,2352,2.5,1
591,592,97.0,13478,2008,1,2296,3,1,1,842,274,451950,1,7.5,0,1,4018,3.5,0
592,593,60.0,6600,1982,1,816,2,1,0,816,0,138000,1,6.5,1,0,1632,2.0,1
593,594,74.0,4435,2003,1,848,1,1,0,420,0,140000,1,5.5,0,0,1696,2.0,0
594,595,88.0,7990,1975,1,924,3,1,0,280,0,110000,1,5.5,0,0,1848,1.0,1
595,596,69.0,11302,2005,1,1826,3,1,1,758,75,319000,1,6.5,1,1,3640,3.0,0
596,597,60.0,3600,1910,0,1368,3,1,0,216,158,114504,1,6.5,1,0,2052,1.0,1
597,598,53.0,3922,2006,1,1402,2,1,1,648,16,194201,1,6.0,1,0,2660,2.0,0
598,599,80.0,12984,1977,1,1647,3,1,1,621,0,217500,1,5.5,0,0,3077,3.0,1
599,600,24.0,1950,1980,1,1556,3,1,1,452,0,151000,1,6.0,0,0,2272,3.5,0
600,601,74.0,10927,2005,1,1904,3,1,1,736,60,275000,1,6.5,0,0,2962,3.5,0
601,602,50.0,9000,1937,1,1375,3,1,1,544,162,141000,1,6.0,1,0,2155,1.5,1
602,603,80.0,10041,1992,1,1915,3,1,1,506,150,220000,1,6.5,0,0,2823,3.5,0
603,604,30.0,3182,2004,1,1200,2,1,0,480,172,151000,1,6.0,1,0,1800,2.5,1
604,605,88.0,12803,2002,1,1494,3,1,1,530,36,221000,1,6.0,0,0,2988,3.0,0
605,606,85.0,13600,1965,1,1986,3,1,3,486,42,205000,1,6.5,1,0,2754,2.5,1
606,607,82.0,12464,1996,1,1040,3,1,0,576,0,152000,1,5.0,0,0,2080,2.0,0
607,608,78.0,7800,1948,1,2008,3,1,0,230,0,225000,1,6.5,1,0,2904,4.0,0
608,609,78.0,12168,1934,1,3194,4,1,2,380,0,359100,1,7.0,1,1,4159,2.5,1
609,610,61.0,7943,1961,1,1029,3,1,0,261,0,118500,0,4.5,0,0,2058,2.0,0
610,611,63.25,11050,2000,1,2153,3,1,2,736,142,313000,0,7.0,0,0,3593,3.5,0
611,612,65.5,10395,1978,1,1032,3,1,1,564,0,148000,1,6.0,0,0,2064,2.5,1
612,613,67.75,11885,2001,1,1872,3,1,1,531,122,261500,1,6.5,0,0,3171,3.5,0
613,614,70.0,8402,2007,1,1120,3,1,0,0,30,147000,0,5.0,0,0,2240,1.0,1
614,615,21.0,1491,1972,1,630,1,1,0,0,24,75500,1,5.0,0,1,1260,2.0,0
615,616,80.0,8800,1963,1,1054,3,1,0,480,0,137500,0,6.5,0,0,1990,2.0,0
616,617,69.5,7861,2002,1,1509,3,1,1,393,75,183200,1,5.5,1,0,2292,3.5,0
617,618,59.0,7227,1954,1,832,2,1,0,528,0,105500,0,6.0,0,0,1664,1.0,1
618,619,90.0,11694,2007,1,1828,3,1,1,774,108,314813,1,7.0,0,1,3650,2.0,1
619,620,85.0,12244,2003,1,2262,4,1,2,749,0,305000,1,6.5,0,0,3744,3.5,0
620,621,45.0,8248,1914,0,864,2,1,0,0,0,67000,1,3.0,1,0,1728,2.0,1
621,622,90.0,10800,1974,1,2614,4,1,1,624,243,240000,1,6.5,1,0,4136,2.5,0
622,623,71.0,7064,1977,1,980,3,1,0,484,0,135000,1,5.5,0,0,1960,1.0,0
623,624,75.5,2117,2000,1,1512,2,1,1,440,32,168500,1,5.5,0,0,2268,2.5,1
624,625,80.0,10400,1972,1,1790,4,1,1,484,0,165150,1,5.5,0,0,2522,3.0,0
625,626,87.0,10000,1962,1,1116,3,1,0,440,0,160000,1,6.0,0,0,2232,1.5,1
626,627,83.5,12342,1960,1,1422,3,1,1,286,0,139900,1,5.0,1,0,2400,1.0,1
627,628,80.0,9600,1955,1,1520,3,1,2,364,0,153000,1,6.0,1,0,2676,2.0,1
628,629,70.0,11606,1969,1,2080,5,1,2,504,0,135000,1,5.0,0,0,3120,2.5,0
629,630,82.0,9020,1964,1,1350,3,1,0,520,0,168500,0,5.5,0,1,2598,2.5,0
630,631,50.0,9000,1880,1,1750,3,1,0,240,0,124000,0,5.5,1,0,2386,1.0,1
631,632,34.0,4590,2006,1,1554,2,1,1,627,73,209500,1,6.5,0,0,3108,2.0,0
632,633,85.0,11900,1977,1,1411,3,1,1,544,0,82500,1,6.0,0,0,2797,2.0,0
633,634,80.0,9250,1954,1,1056,3,1,0,260,0,139400,1,6.0,1,0,2112,1.5,0
634,635,64.0,6979,1980,1,1056,0,2,0,576,56,144000,1,5.5,0,0,2112,2.0,0
635,636,60.0,10896,1914,1,3395,8,2,0,0,110,200000,0,6.5,1,0,4320,2.0,1
636,637,51.0,6120,1936,0,800,1,1,1,0,0,60000,1,2.5,1,0,1064,1.0,1
637,638,50.0,6000,1954,1,1387,3,2,0,256,0,93000,1,4.5,0,0,2198,2.0,1
638,639,67.0,8777,1910,1,796,2,1,0,0,0,85000,0,6.0,1,1,1592,1.0,0
639,640,53.0,3982,2006,1,1567,1,1,1,648,0,264561,1,6.5,0,0,3087,3.0,0
640,641,62.0,12677,2003,1,1518,1,1,1,588,140,274000,1,6.5,1,0,3036,1.5,0
641,642,68.5,7050,2001,1,1929,3,1,1,650,235,226000,1,6.0,0,0,2986,3.5,1
642,643,75.0,13860,1972,1,2704,4,1,3,538,111,345000,1,7.5,1,1,4656,3.5,0
643,644,80.0,10793,1969,1,1620,4,1,0,462,0,152000,0,5.0,0,1,2400,2.5,0
644,645,85.0,9187,2009,1,1766,2,1,1,478,130,370878,1,7.0,0,1,3532,3.5,0
645,646,72.5,10530,1971,1,981,3,1,0,576,312,143250,1,5.5,0,0,1962,2.5,1
646,647,60.0,7200,1950,1,1048,3,1,0,420,27,98300,1,5.0,0,0,1048,1.0,1
647,648,85.0,10452,1953,1,1094,3,1,2,495,0,155000,1,5.5,0,0,2188,1.0,1
648,649,70.0,7700,1966,1,1839,4,1,1,442,124,155000,0,5.5,0,0,2595,1.5,1
649,650,21.0,1936,1970,1,630,1,1,0,0,0,84500,1,5.0,0,1,1260,2.0,1
650,651,65.0,8125,2007,1,1665,3,1,0,562,0,205950,1,6.5,0,1,2478,2.5,1
651,652,60.0,9084,1940,1,1510,4,1,1,296,0,108000,0,4.5,1,0,2265,2.0,0
652,653,70.0,8750,1996,1,1716,2,1,1,512,120,191000,1,6.0,0,0,2596,2.5,1
653,654,60.0,10320,1906,1,1469,3,1,0,216,0,135000,1,6.5,1,0,2225,1.0,0
654,655,91.0,10437,1995,1,2113,2,1,1,839,46,350000,1,7.0,0,0,4222,3.5,0
655,656,21.0,1680,1971,1,1092,3,1,0,264,0,88000,1,5.5,0,1,1617,1.5,1
656,657,72.0,10007,1959,1,1053,3,1,0,312,0,145500,1,6.0,1,0,2106,2.5,1
657,658,60.0,7200,1931,1,1502,3,1,1,270,0,149000,1,6.5,1,1,2278,1.5,1
658,659,78.0,17503,1948,1,1458,3,1,1,330,0,97500,0,5.5,1,0,2370,1.5,0
659,660,75.0,9937,1964,1,1486,3,1,0,480,0,167000,1,6.0,1,0,2972,2.0,1
660,661,63.5,12384,1976,1,1935,3,1,1,550,113,197900,1,7.0,0,0,2728,2.5,1
661,662,52.0,46589,1994,1,2448,4,1,1,711,76,402000,1,7.5,1,0,4077,3.5,0
662,663,120.0,13560,1968,1,1392,2,1,2,576,0,110000,1,4.5,0,0,2784,2.0,1
663,664,90.0,10012,1972,1,1181,3,1,0,588,0,137500,1,4.5,0,0,2319,3.0,1
664,665,49.0,20896,2005,1,2097,1,1,1,1134,267,423000,0,6.5,1,0,4174,2.5,0
665,666,106.0,11194,2000,1,1936,3,1,1,504,124,230500,1,6.5,0,0,3342,2.5,0
666,667,85.5,18450,1965,1,2380,3,1,1,596,265,129000,1,5.5,1,0,3401,2.5,1
667,668,65.0,8125,1994,1,1679,3,1,1,575,42,193500,1,5.5,1,0,3087,3.0,0
668,669,72.5,14175,1956,1,1437,3,1,1,576,0,168000,1,5.5,1,1,2625,2.5,0
669,670,80.0,11600,1922,1,1180,2,1,1,252,0,137500,1,4.5,1,0,1880,1.0,1
670,671,64.0,8633,2005,1,1476,3,1,0,540,35,173500,1,5.5,0,0,2214,3.5,0
671,672,54.0,6629,1925,0,1369,3,1,0,300,0,103600,0,6.0,1,0,2041,3.0,0
672,673,82.0,11250,1977,1,1208,3,1,1,546,42,165000,1,6.0,0,0,2416,2.5,0
673,674,110.0,14442,1957,1,1839,3,1,2,416,87,257500,1,6.5,1,1,3316,3.0,1
674,675,80.0,9200,1965,1,1136,3,1,1,384,0,140000,1,6.0,0,0,2272,2.0,0
675,676,24.0,2289,1978,1,1441,3,1,1,440,0,148500,1,6.0,0,1,2296,2.5,0
676,677,60.0,9600,1900,0,1774,4,2,0,779,0,87000,1,3.0,1,1,2869,3.0,1
677,678,52.0,9022,1924,1,792,2,1,0,240,0,109500,1,6.5,1,0,1560,1.0,0
678,679,80.0,11844,2008,1,2046,3,1,1,834,82,372500,1,6.5,0,0,4092,2.5,0
679,680,65.0,9945,1961,1,988,3,1,0,572,0,128500,1,5.0,0,0,1976,2.0,1
680,681,50.0,8012,1980,1,923,2,1,1,264,0,143000,1,5.5,0,0,1846,2.0,0
681,682,55.0,4500,1932,1,1520,3,1,0,281,0,159434,1,5.0,1,1,2313,1.0,1
682,683,72.5,2887,1996,1,1291,2,1,1,431,0,173000,1,5.5,1,0,2582,2.0,0
683,684,90.0,11248,2002,1,1668,3,1,1,702,45,285000,1,7.0,0,0,3294,3.0,0
684,685,58.0,16770,1998,1,1839,4,1,0,486,81,221000,1,6.0,0,0,3034,2.5,1
685,686,71.0,5062,1984,1,2090,3,1,1,577,0,207500,1,6.0,0,0,3280,3.0,0
686,687,84.0,10207,2007,1,1761,3,1,0,578,105,227875,1,6.5,0,0,2635,3.0,0
687,688,72.0,5105,2004,1,1102,2,1,0,480,60,148800,1,6.0,0,0,1653,2.5,1
688,689,60.0,8089,2007,1,1419,2,1,1,567,0,392000,1,7.0,0,0,2838,3.0,0
689,690,61.0,7577,2005,1,1362,2,1,1,460,28,194700,1,5.5,1,0,2724,2.0,0
690,691,82.5,4426,2004,1,848,1,1,1,420,0,141000,1,5.5,0,0,1696,2.0,0
691,692,104.0,21535,1994,1,4316,4,1,2,832,50,755000,1,8.0,1,0,6760,4.0,0
692,693,42.0,26178,1989,1,2519,4,1,2,628,27,335000,1,6.0,1,0,3729,3.5,0
693,694,60.0,5400,1921,1,1073,2,1,0,326,0,108480,1,5.5,1,0,2146,1.0,1
694,695,51.0,6120,1936,1,1539,3,1,0,576,0,141500,1,5.5,1,0,2466,1.5,0
695,696,54.0,13811,1987,1,1137,2,1,1,551,0,176000,1,6.0,0,0,2249,3.0,0
696,697,50.0,6000,1921,1,616,2,1,0,205,0,89000,1,6.0,1,1,1232,1.0,1
697,698,57.0,6420,1952,1,1148,2,1,0,308,0,123500,1,6.0,0,0,2128,1.5,1
698,699,65.0,8450,1965,1,894,3,1,1,336,144,138500,0,6.5,1,0,1788,2.0,0
699,700,59.0,4282,2004,1,1391,2,1,0,530,158,196000,1,6.0,0,0,2782,2.0,0
700,701,85.0,14331,2002,1,1800,3,1,1,765,78,312500,1,6.5,0,0,3600,3.0,0
701,702,80.0,9600,1969,1,1164,3,1,0,528,0,140000,1,6.0,0,0,2328,1.5,1
702,703,82.0,12438,2006,1,2576,4,1,1,666,100,361919,1,6.5,0,0,3810,2.5,0
703,704,76.0,7630,1900,1,1812,4,2,1,672,0,140000,0,7.0,1,0,2172,2.0,0
704,705,70.0,8400,2004,1,1484,3,1,0,606,35,213000,1,6.0,1,0,2957,3.0,1
705,706,70.0,5600,1930,0,1092,3,2,0,0,0,55000,1,4.5,1,1,1092,2.0,1
706,707,59.0,115149,1971,1,1824,2,1,2,739,48,302000,1,6.0,1,0,3467,3.0,0
707,708,48.0,6240,2006,1,1324,2,1,1,550,38,254000,1,6.5,0,0,2648,3.0,0
708,709,65.0,9018,2007,1,1456,3,1,1,400,24,179540,1,6.0,0,0,2184,2.5,0
709,710,60.5,7162,1966,1,904,3,1,0,408,0,109900,1,6.0,0,0,1780,1.0,1
710,711,56.0,4130,1935,1,729,2,1,0,0,0,52000,1,4.5,1,0,999,1.0,1
711,712,66.0,8712,1900,1,1178,2,1,0,384,0,102776,1,5.5,1,0,2037,1.0,0
712,713,40.0,4671,1988,1,1228,2,1,1,472,120,189000,1,6.5,1,0,2456,3.0,0
713,714,60.0,9873,1970,0,960,3,1,0,576,288,129000,0,4.5,0,0,1920,2.0,1
714,715,69.0,13517,1976,1,1479,3,1,0,475,44,130500,0,7.0,1,1,2204,2.5,1
715,716,78.0,10140,1974,1,1350,3,1,1,478,0,165000,1,5.5,0,0,2414,2.0,1
716,717,60.0,10800,1890,1,2554,3,1,0,704,48,159500,1,7.5,1,1,3272,1.5,1
717,718,80.0,10000,1973,1,1178,3,1,1,439,0,157000,1,5.5,1,0,2354,2.0,0
718,719,96.0,10542,1993,1,2418,3,1,1,983,154,341000,1,6.0,1,1,3729,3.5,0
719,720,69.0,9920,1969,1,971,3,1,1,300,0,128500,1,5.5,0,1,1942,1.5,1
720,721,69.33333333333333,6563,1985,1,1742,2,1,1,564,28,275000,1,6.5,0,0,3484,3.0,0
721,722,69.66666666666667,4426,2004,1,848,1,1,0,420,0,143000,1,5.5,0,0,1696,2.0,0
722,723,70.0,8120,1970,1,864,3,1,0,463,0,124500,1,5.5,0,0,1728,1.0,1
723,724,60.0,8172,1954,1,1470,4,1,0,548,0,135000,1,5.0,1,0,2411,2.0,1
724,725,86.0,13286,2007,1,1698,3,1,1,768,64,320000,1,7.0,1,1,3396,3.0,0
725,726,60.0,6960,1970,1,864,3,1,0,660,0,120500,1,5.0,0,1,1728,1.0,0
726,727,62.0,21695,1988,1,1680,3,1,1,540,44,222000,1,7.5,1,1,2560,3.0,0
727,728,64.0,7314,2007,1,1232,2,1,0,632,0,194500,1,6.0,0,0,2464,3.0,0
728,729,85.0,11475,1958,1,1776,4,2,0,888,25,110000,1,5.0,0,0,3360,3.0,1
729,730,52.0,6240,1925,1,1208,2,1,0,539,23,103000,1,4.5,1,0,1628,1.0,1
730,731,39.0,5389,1995,1,1616,2,1,1,608,152,236500,1,6.5,1,1,3211,3.0,0
731,732,73.0,9590,2003,1,1146,3,1,1,438,22,187500,1,6.0,0,0,2014,3.0,0
732,733,75.0,11404,1998,1,2031,3,1,1,541,84,222500,1,6.0,1,0,3184,2.5,0
733,734,80.0,10000,1961,1,1144,3,1,1,264,0,131400,0,5.5,1,0,2008,2.0,0
734,735,70.0,8978,1968,1,948,3,1,0,300,0,108000,1,5.0,0,0,1896,1.0,0
735,736,60.0,10800,1914,0,1768,2,1,2,320,341,163000,1,7.0,1,0,2648,1.5,1
736,737,60.0,8544,1950,0,1040,2,2,0,400,0,93500,1,3.5,0,1,1040,2.0,1
737,738,72.0,10463,2005,1,1801,3,1,1,800,116,239900,1,6.5,0,0,2694,2.5,1
738,739,60.0,10800,1987,1,1200,3,1,0,0,0,179000,1,5.0,1,0,2400,6.0,0
739,740,65.0,9313,2004,1,1728,3,1,0,572,56,190000,1,6.0,0,0,2592,2.5,0
740,741,60.0,9600,1910,1,1432,2,1,0,360,0,132000,1,6.0,1,1,1696,2.0,0
741,742,65.0,6768,1961,1,912,3,1,0,288,0,142000,0,7.0,1,0,1824,2.5,0
742,743,65.0,8450,2000,1,1349,3,1,0,539,55,179000,1,6.0,1,0,2698,2.0,0
743,744,70.0,12886,1963,1,1464,3,1,1,480,0,175000,1,5.5,1,0,1984,2.5,0
744,745,41.0,5395,1993,1,1337,2,1,1,462,0,180000,1,6.5,0,0,2674,3.0,0
745,746,49.0,8963,1976,1,2715,4,1,2,831,204,299800,1,8.5,1,0,3857,4.0,1
746,747,57.0,8795,2000,1,2256,4,1,1,554,54,236000,1,6.0,0,0,3208,2.5,0
747,748,65.0,11700,1880,0,2640,4,1,1,864,0,265979,1,7.0,1,0,3880,1.5,0
748,749,59.0,10593,1996,1,1720,3,1,1,527,56,260400,1,6.0,0,0,3440,3.0,0
749,750,50.0,8405,1945,0,1529,4,1,0,240,0,98000,1,3.5,1,1,1529,2.0,0
750,751,55.0,8800,1910,1,1140,3,1,0,0,160,96500,1,5.5,1,0,1716,1.0,1
751,752,67.0,7750,2003,1,1320,3,1,0,400,48,162000,0,6.0,0,0,1980,2.5,1
752,753,79.0,9236,1997,1,1494,3,1,0,576,27,217000,1,5.5,0,0,2973,3.0,0
753,754,80.0,10240,2005,1,2098,3,1,1,878,52,275500,1,6.5,0,0,3128,2.5,0
754,755,61.0,7930,1969,1,1026,3,1,0,440,48,156000,1,7.0,1,0,2052,2.0,0
755,756,34.0,3230,1999,1,1471,3,1,0,440,24,172500,1,5.5,0,0,2200,2.5,1
756,757,68.0,10769,2007,1,1768,3,1,0,578,105,212000,1,6.5,0,0,2634,2.5,0
757,758,46.0,11616,1978,1,1386,3,1,1,440,0,158900,1,5.5,0,0,2058,2.5,0
758,759,24.0,2280,1999,1,1501,3,1,0,440,0,179400,1,6.0,0,0,2245,2.5,1
759,760,65.0,12257,1995,1,2531,4,1,1,752,98,290000,1,6.5,0,0,3849,2.5,0
760,761,70.0,9100,1959,1,864,2,1,0,300,0,127500,1,6.0,0,0,1728,1.0,1
761,762,60.0,6911,1924,1,1301,2,1,0,440,0,100000,0,5.0,1,0,2446,1.0,1
762,763,72.0,8640,2009,1,1547,3,1,0,614,45,215200,1,6.0,0,0,2303,2.5,0
763,764,82.0,9430,1999,1,2365,3,1,1,856,128,337000,1,6.5,0,0,3617,3.5,1
764,765,30.0,9549,1995,1,1494,2,1,1,481,30,270000,1,6.5,1,0,2988,2.5,1
765,766,75.0,14587,2008,1,1506,2,1,1,592,174,264132,1,7.0,0,0,3004,2.0,1
766,767,80.0,10421,1988,1,1714,3,1,1,496,66,196500,1,6.0,0,0,2694,2.5,0
767,768,75.0,12508,1940,1,1750,4,1,0,423,0,160000,1,6.5,1,0,2733,3.0,0
768,769,70.0,9100,2004,1,1836,3,1,1,484,33,216837,1,6.0,1,0,3696,2.0,0
769,770,47.0,53504,2003,1,3279,4,1,1,841,36,538000,1,6.5,0,1,4929,4.5,0
770,771,57.0,7252,1982,1,858,2,1,0,576,0,134900,1,5.0,0,0,1716,2.0,0
771,772,67.0,8877,1951,1,1220,2,1,0,396,0,102000,1,4.5,0,0,2056,1.0,1
772,773,94.0,7819,1976,1,1117,3,1,1,672,0,107000,1,5.5,0,0,2146,2.0,0
773,774,70.0,10150,1958,1,912,2,1,0,275,0,114500,0,5.0,0,0,1824,1.0,1
774,775,110.0,14226,2006,1,1973,3,1,1,895,45,395000,1,6.5,0,0,3908,2.0,0
775,776,32.0,4500,1998,1,1204,2,1,0,412,247,162000,1,5.5,0,0,2408,3.0,1
776,777,86.0,11210,2005,1,1614,3,1,0,865,59,221500,1,6.0,1,0,3228,2.0,0
777,778,100.0,13350,1974,1,894,3,1,1,440,0,142500,1,5.0,0,1,1758,2.0,0
778,779,60.0,8400,1977,1,2020,4,2,2,630,0,144000,0,5.0,0,0,2020,2.0,1
779,780,78.0,10530,1977,1,1004,2,1,0,504,0,135000,1,5.5,0,1,1979,2.0,1
780,781,63.0,7875,1995,1,1253,3,1,1,402,21,176000,1,6.0,1,0,2490,2.0,0
781,782,65.0,7153,1992,1,1603,3,1,0,484,124,175900,1,5.5,0,0,2364,2.5,1
782,783,67.0,16285,2001,1,1430,3,1,0,605,33,187100,1,6.0,1,0,2843,2.0,1
783,784,51.0,9101,1978,1,1110,1,1,1,602,30,165500,1,5.5,0,0,2207,2.0,0
784,785,35.0,6300,1914,1,1484,3,1,1,0,291,128000,1,6.0,1,1,2226,2.0,1
785,786,47.5,9790,1967,1,1342,3,1,1,457,0,161500,0,5.5,0,1,2714,2.0,1
786,787,60.0,10800,1915,1,1652,4,1,0,416,0,139000,0,5.5,1,0,2338,3.0,1
787,788,76.0,10142,2004,1,2084,4,1,0,618,45,233000,1,6.0,0,0,3040,3.5,1
788,789,50.0,6000,1954,1,901,2,1,0,281,0,107900,1,5.5,1,0,1802,1.0,1
789,790,46.5,12205,1966,1,2087,5,1,0,444,168,187500,1,7.0,1,0,2919,2.5,0
790,791,43.0,3182,2005,1,1145,2,1,1,397,16,160200,1,6.0,1,0,2290,2.0,0
791,792,67.5,11333,1976,1,1062,3,1,2,539,0,146800,1,5.5,0,0,2091,2.0,0
792,793,92.0,9920,1996,1,2013,3,1,1,455,130,269790,1,6.0,1,0,3130,3.5,0
793,794,76.0,9158,2007,1,1496,3,1,0,474,130,225000,1,6.5,0,1,2992,2.0,0
794,795,73.0,10832,1994,1,1895,3,1,1,409,46,194500,1,6.0,1,0,2607,2.5,0
795,796,70.0,8400,1980,1,1564,3,1,1,476,50,171000,1,6.0,1,0,2214,2.5,1
796,797,71.0,8197,1977,1,1285,3,1,1,528,0,143500,1,5.5,0,0,1945,1.5,0
797,798,57.0,7677,1953,1,773,2,1,0,240,0,110000,1,5.0,0,0,1546,1.0,1
798,799,104.0,13518,2008,1,3140,4,1,2,820,78,485000,1,7.0,1,0,5066,3.5,0
799,800,60.0,7200,1937,1,1768,3,1,2,240,0,175000,0,6.0,1,0,2499,2.5,1
800,801,79.0,12798,1997,1,1688,4,1,0,603,114,200000,0,5.5,0,0,2304,3.5,0
801,802,40.0,4800,1916,1,1196,2,1,0,440,0,109900,1,5.5,1,0,2392,2.0,1
802,803,63.0,8199,2005,1,1456,3,1,1,410,18,189000,1,6.0,0,1,2184,3.5,0
803,804,107.0,13891,2008,1,2822,4,1,1,1020,170,582933,1,7.0,1,0,4556,3.5,0
804,805,75.0,9000,1954,1,1128,2,1,0,286,0,118000,1,5.0,0,0,2064,1.0,1
805,806,91.0,12274,2008,1,1428,3,1,0,554,60,227680,1,6.0,0,0,2845,2.0,1
806,807,75.0,9750,1967,1,980,3,1,0,384,0,135500,1,5.0,0,0,1960,2.0,0
807,808,144.0,21384,1923,1,1576,3,1,1,528,312,223500,1,5.5,1,0,2900,3.5,1
808,809,85.0,13400,1966,1,1086,3,1,1,484,0,159950,1,5.0,0,0,2110,2.0,1
809,810,90.0,8100,1898,0,2138,2,3,0,360,156,106000,1,5.0,1,0,2987,2.0,0
810,811,78.0,10140,1974,1,1309,3,1,1,484,0,181000,1,6.0,1,0,2349,2.5,0
811,812,72.0,4438,2004,1,848,1,1,1,420,0,144500,1,5.5,0,0,1696,2.0,0
812,813,66.0,8712,1952,0,1044,2,1,0,504,0,55993,1,5.0,0,0,1584,1.0,1
