,SalePrice,LotArea,OverallQual,YearBuilt,GrLivArea,Fireplaces,GarageArea,Condition
1262,161500,11250,4,1957,1788,2,304,1
1263,180500,13515,6,1919,1824,1,520,1
1264,181000,4060,6,1998,1337,0,511,1
1265,183900,3735,7,1999,1452,0,506,1
1266,122000,10120,7,1910,1889,1,308,0
1267,378500,13214,9,2008,2018,1,746,1
1268,381000,14100,8,1935,3447,2,1014,1
1269,144000,11344,5,1958,1524,0,315,0
1270,260000,23595,7,1979,1524,1,586,1
1271,185750,9156,6,1968,1489,1,462,0
1272,137000,13526,5,1965,935,0,288,1
1273,177000,11512,6,1959,1357,1,312,1
1274,139000,5362,5,1910,1250,1,552,1
1275,137000,11345,5,1948,1920,0,400,0
1276,162000,12936,6,1972,1395,1,497,1
1277,197900,17871,6,1967,1724,1,480,1
1278,237000,9473,8,2002,2031,1,577,1
1279,68400,7500,4,1920,1128,0,528,1
1280,227000,9808,7,2002,1573,0,544,1
1281,180000,8049,7,1990,1339,1,484,1
1282,150500,8800,5,1977,1040,0,484,1
1283,139000,9400,6,1971,1824,0,0,1
1284,169000,9638,6,1919,2447,1,336,0
1285,132500,6000,6,1939,1412,1,280,1
1286,143000,9790,6,1963,1328,2,528,0
1287,190000,36500,5,1964,1582,0,390,1
1288,278000,5664,8,2000,1659,1,499,1
1289,281000,11065,8,2006,1970,1,753,1
1290,180500,14112,5,1964,1152,1,484,1
1291,119500,1680,5,1972,1302,0,264,1
1292,107500,6600,5,1892,2372,0,432,1
1293,162900,10140,7,1976,1664,1,528,1
1294,115000,8172,5,1955,864,0,572,1
1295,138500,8400,5,1968,1052,0,288,0
1296,155000,8700,5,1963,1128,0,525,1
1297,140000,3675,6,2005,1072,0,525,1
1298,160000,63887,10,2008,5642,3,1418,0
1299,154000,7500,5,1959,1246,0,305,1
1300,225000,10762,7,1999,1983,1,490,1
1301,177500,7500,6,1942,1494,2,213,1
1302,290000,10120,8,1994,2526,1,844,1
1303,232000,8688,7,2005,1616,0,834,1
1304,130000,3363,7,2004,1708,0,380,1
1305,325000,13173,9,2006,1652,2,840,1
1306,202500,6955,7,2005,1368,1,474,1
1307,138000,8072,5,1994,990,0,480,1
1308,147000,12000,5,1948,1122,0,528,1
1309,179200,7153,6,1991,1294,0,496,1
1310,335000,17500,7,1959,1902,2,567,0
1311,203000,8814,7,2005,1274,0,508,1
1312,302000,9572,8,1990,2810,1,750,1
1313,333168,14774,9,1999,2599,1,779,1
1314,119000,8190,4,1954,948,1,280,1
1315,206900,11075,6,1969,2112,2,576,1
1316,295493,10226,8,2008,1630,1,860,1
1317,208900,4230,7,2006,1352,1,466,1
1318,275000,14781,8,2001,1787,1,748,1
1319,111000,10215,4,1954,948,0,248,1
1320,156500,8400,6,1957,1478,2,442,1
1321,72500,6627,3,1949,720,0,287,0
1322,190000,10186,7,1992,1923,1,564,1
1323,82500,5330,4,1940,708,0,0,1
1324,147000,9986,8,2006,1795,1,895,1
1325,55000,3636,4,1922,796,0,0,1
1326,79000,4270,3,1931,774,0,0,1
1327,130500,6600,5,1982,816,1,264,1
1328,256000,10440,6,1920,2792,2,520,1
1329,176500,9084,7,1998,1632,1,462,1
1330,227000,10000,8,2006,1588,1,825,1
1331,132500,10780,5,1976,954,0,576,1
1332,100000,8877,4,1938,816,1,288,1
1333,125500,7200,5,1938,1360,0,297,1
1334,125000,2368,5,1970,1365,0,440,1
1335,167900,9650,6,1977,1334,1,630,1
1336,135000,9246,5,1973,1656,0,506,0
1337,52500,4118,4,1941,693,0,0,0
1338,200000,13450,7,2002,1861,0,492,1
1339,128500,9560,5,1972,864,0,288,1
1340,123000,8294,4,1971,872,0,480,1
1341,155000,13695,6,2003,1114,0,576,0
1342,228500,9375,8,2002,2169,1,647,1
1343,177000,7558,6,1928,1913,1,342,1
1344,155835,11103,7,2006,1456,1,440,1
1345,108500,6000,4,1920,960,0,308,1
1346,262500,20781,7,1968,2156,1,508,0
1347,283463,15306,8,2006,1776,1,712,1
1348,215000,16196,7,1998,1494,1,514,1
1349,122000,5250,8,1872,2358,0,0,1
1350,200000,11643,5,1969,2634,0,968,0
1351,171000,9247,6,1962,1716,1,490,1
1352,134900,6000,6,1937,1176,0,624,1
1353,410000,14720,8,1995,3238,1,666,1
1354,235000,10316,7,2000,1865,1,839,1
1355,170000,10192,7,1968,1920,1,487,1
1356,110000,9477,5,1966,892,0,264,1
1357,149900,12537,5,1971,1078,1,500,1
1358,177500,2117,6,2000,1573,0,440,1
1359,315000,16737,9,2004,1980,1,770,1
1360,189000,9842,5,1921,2601,0,621,0
1361,260000,16158,7,2005,1530,1,430,1
1362,104900,12513,4,1920,1738,1,368,0
1363,156932,8499,6,2006,1412,1,432,1
1364,144152,3180,7,2005,1200,0,480,1
1365,216000,7500,7,2000,1674,0,663,1
1366,193000,9179,7,1999,1790,0,588,1
1367,127000,2665,5,1977,1475,1,336,1
1368,144000,4435,6,2003,848,0,420,1
1369,232000,10635,8,2003,1668,1,502,1
1370,105000,5400,4,1920,1374,0,338,0
1371,165500,9600,6,1955,1661,1,377,1
1372,274300,9750,7,1998,2097,1,583,1
1373,466500,11400,10,2001,2633,2,804,1
1374,250000,10625,7,2005,1958,1,936,1
1375,239000,10991,8,2007,1571,1,722,1
1376,91000,6292,6,1930,790,0,160,1
1377,117000,10998,5,1941,1604,0,660,1
1378,83000,1953,6,1973,987,0,264,1
1379,167500,9735,5,2006,1394,0,400,1
1380,58500,8212,3,1914,864,0,200,1
1381,237500,12925,6,1970,2117,2,550,1
1382,157000,7200,7,1920,1762,0,576,1
1383,112000,25339,5,1918,1416,0,576,1
1384,105000,9060,6,1939,1258,0,280,1
1385,125500,5436,4,1922,1154,0,240,1
1386,250000,16692,7,1978,2784,2,564,0
1387,136000,8520,6,1916,2526,1,216,0
1388,377500,14892,9,2006,1746,2,758,1
1389,131000,6000,6,1941,1218,1,440,1
1390,235000,9100,7,2000,1525,0,541,1
1391,124000,8944,5,1967,1584,0,792,1
1392,123000,7838,5,1967,900,1,288,1
1393,163000,10800,6,1905,1912,1,672,1
1394,246578,4045,7,2006,1500,1,648,1
1395,281213,12665,8,2005,2482,1,642,1
1396,160000,57200,5,1948,1687,2,572,1
1397,137500,6120,5,1920,1513,0,180,1
1398,138000,7200,5,1950,1904,0,240,1
1399,137450,6171,6,1925,1608,1,216,1
1400,120000,6000,6,1929,1158,1,208,1
1401,193000,7415,6,2004,1593,1,398,1
1402,193879,6762,7,2006,1294,1,662,1
1403,282922,15256,8,2007,1464,0,754,0
1404,105000,10410,3,1915,1214,0,936,0
1405,275000,3842,8,2004,1646,1,482,1
1406,133000,8445,5,1972,768,0,396,1
1407,112000,8780,5,1985,833,0,0,1
1408,125500,7740,4,1910,1363,0,528,1
1409,215000,20544,7,1986,2093,1,542,1
1410,230000,12420,7,2001,1840,0,622,1
1411,140000,9600,6,1950,1668,0,271,1
1412,90000,7200,4,1949,1040,0,420,1
1413,257000,10994,8,2005,1844,1,620,1
1414,207000,13053,6,1923,1848,1,370,1
1415,175900,3635,7,2007,1569,1,660,1
1416,122500,11340,4,1885,2290,0,560,1
1417,340000,16545,8,1998,2450,1,1069,1
1418,124000,9204,5,1963,1144,0,336,1
1419,223000,16381,6,1969,1844,1,540,1
1420,179900,11700,6,1968,1416,1,776,1
1421,127500,4043,6,1977,1069,1,440,1
1422,136500,4435,6,2003,848,0,420,1
1423,274970,19690,6,1966,2201,1,432,1
1424,144000,9503,5,1958,1344,1,484,1
1425,142000,10721,6,1959,1252,0,528,1
1426,271000,10944,7,1994,2127,2,525,1
1427,140000,10930,5,1945,1558,1,288,0
1428,119000,7200,5,1940,804,2,240,1
1429,182900,12546,6,1981,1440,1,467,1
1430,192140,21930,5,2005,1838,1,372,0
1431,143750,4928,6,1976,958,0,440,1
1432,64500,10800,4,1927,968,0,216,1
1433,186500,10261,6,2000,1792,1,451,1
1434,160000,17400,5,1977,1126,1,484,1
1435,174000,8400,6,1962,1537,1,462,1
1436,120500,9000,4,1971,864,0,528,1
1437,394617,12444,8,2008,1932,1,774,1
1438,149700,7407,6,1957,1236,0,923,0
1439,197000,11584,7,1979,1725,1,550,1
1440,191000,11526,6,1922,2555,1,672,1
1441,149300,4426,6,2004,848,1,420,1
1442,310000,11003,10,2008,2007,1,812,1
1443,121000,8854,6,1916,952,1,192,1
1444,179600,8500,7,2004,1422,0,626,1
1445,129000,8400,6,1966,913,0,240,1
1446,157900,26142,5,1962,1188,0,312,1
1447,240000,10000,8,1995,2090,1,556,1
1448,112000,11767,4,1910,1346,0,384,1
1449,92000,1533,5,1970,630,0,0,1
1450,136000,9000,5,1974,1792,0,0,1
1451,287090,9262,8,2008,1578,1,840,1
1452,145000,3675,5,2005,1072,0,525,1
1453,84500,17217,5,2006,1140,0,0,1
1454,185000,7500,7,2004,1221,0,400,1
1455,175000,7917,6,1999,1647,1,460,1
1456,210000,13175,6,1978,2073,2,500,1
1457,266500,9042,7,1941,2340,2,252,1
1458,142125,9717,5,1950,1078,0,240,1
1459,147500,9937,5,1965,1256,0,276,1
